"week","sender_label","receiver_label","lr","mean_lr_score","median_lr_score","n_edges","null_mean","null_sd","z_null","p_empirical","k","p_adj"
8,"FIB1","Endothelial","PGF->FLT1",0.152209531255825,0,5,0.0225117568907541,NA,NA,NA,8,NA
8,"FIB1","Endothelial","TGFB1->TGFBR2",0.101013977687285,0,5,0.0309306080319763,NA,NA,NA,8,NA
8,"FIB1","Endothelial","TGFB1->TGFBR1",0.0554592021750983,0,5,0.0416491163680737,NA,NA,NA,8,NA
8,"FIB1","Erythroblasts","HLA-G->LILRB1",0,0,3,0,NA,NA,NA,8,NA
8,"FIB1","Erythroblasts","HLA-G->LILRB2",0,0,3,0,NA,NA,NA,8,NA
8,"FIB1","Erythroblasts","LGALS9->HAVCR2",0,0,3,0,NA,NA,NA,8,NA
8,"FIB1","FIB1","TGFB1->TGFBR2",0.0260231984558082,0,15,0.0310349704033428,NA,NA,NA,8,NA
8,"FIB1","FIB1","HLA-G->LILRB1",0,0,15,0,NA,NA,NA,8,NA
8,"FIB1","FIB1","HLA-G->LILRB2",0,0,15,0,NA,NA,NA,8,NA
8,"FIB1","FIB2","TGFB1->TGFBR1",0.0522969498929979,0,51,0.047428082422434,NA,NA,NA,8,NA
8,"FIB1","FIB2","TGFB1->TGFBR2",0.0446103239621196,0,51,0.037416428209433,NA,NA,NA,8,NA
8,"FIB1","FIB2","PGF->FLT1",0.0310697540320063,0,51,0.0315507695466932,NA,NA,NA,8,NA
8,"FIB1","Hofbauer cells","TGFB1->TGFBR1",0.0763145244610954,0,30,0.0455616277779212,NA,NA,NA,8,NA
8,"FIB1","Hofbauer cells","TGFB1->TGFBR2",0.0459542641073037,0,30,0.0373342867857041,NA,NA,NA,8,NA
8,"FIB1","Hofbauer cells","CSF1->CSF1R",0.0289858704096776,0,30,0.00549286523700542,NA,NA,NA,8,NA
8,"FIB1","STB","TGFB1->TGFBR1",0.036975326805659,0,41,0.045933869570393,NA,NA,NA,8,NA
8,"FIB1","STB","TGFB1->TGFBR2",0.0353660948054764,0,41,0.0363803356599046,NA,NA,NA,8,NA
8,"FIB1","STB","PGF->FLT1",0.0173410715977195,0,41,0.0317287497325935,NA,NA,NA,8,NA
8,"FIB1","STB-progenitor","HLA-G->LILRB1",0,0,4,0,NA,NA,NA,8,NA
8,"FIB1","STB-progenitor","HLA-G->LILRB2",0,0,4,0,NA,NA,NA,8,NA
8,"FIB1","STB-progenitor","LGALS9->HAVCR2",0,0,4,0,NA,NA,NA,8,NA
8,"FIB1","vCTB","PGF->FLT1",0.0459311337998153,0,52,0.0283398682704274,NA,NA,NA,8,NA
8,"FIB1","vCTB","TGFB1->TGFBR1",0.0424882230320382,0,52,0.0438888394815229,NA,NA,NA,8,NA
8,"FIB1","vCTB","TGFB1->TGFBR2",0.0181719230497713,0,52,0.0369036504945602,NA,NA,NA,8,NA
8,"FIB2","EVT","CSF1->CSF1R",0.0899055888559145,0,29,0.02114523082974,NA,NA,NA,8,NA
8,"FIB2","EVT","PGF->FLT1",0.0686764327177345,0,29,0.0377280402796754,NA,NA,NA,8,NA
8,"FIB2","EVT","TGFB1->TGFBR2",0.0325841378823485,0,29,0.0184616096243049,NA,NA,NA,8,NA
8,"FIB2","EVT-progenitor","PGF->FLT1",0.0526479913346204,0,30,0.0325307186937786,NA,NA,NA,8,NA
8,"FIB2","EVT-progenitor","CSF1->CSF1R",0.0335829001429343,0,30,0.0184140846670496,NA,NA,NA,8,NA
8,"FIB2","EVT-progenitor","HLA-G->LILRB1",0,0,30,0,NA,NA,NA,8,NA
8,"FIB2","EVT3","CSF1->CSF1R",0.0709242246049955,0,13,0.0172936810983631,NA,NA,NA,8,NA
8,"FIB2","EVT3","PGF->FLT1",0.0514902746810959,0,13,0.0368367354958239,NA,NA,NA,8,NA
8,"FIB2","EVT3","TGFB1->TGFBR2",0.0352304949601754,0,13,0.0194818876323556,NA,NA,NA,8,NA
8,"FIB2","Endothelial","VEGFA->KDR",0.246036525696411,0,28,0.0088560181190943,NA,NA,NA,8,NA
8,"FIB2","Endothelial","TGFB1->TGFBR2",0.0490348591103244,0,28,0.0198286278783093,NA,NA,NA,8,NA
8,"FIB2","Endothelial","TGFB1->TGFBR1",0.00990342895983899,0,28,0.0237204075414491,NA,NA,NA,8,NA
8,"FIB2","Erythroblasts","PGF->FLT1",0.0277296010875492,0,10,0.0321277016354109,NA,NA,NA,8,NA
8,"FIB2","Erythroblasts","HLA-G->LILRB1",0,0,10,0,NA,NA,NA,8,NA
8,"FIB2","Erythroblasts","HLA-G->LILRB2",0,0,10,0,NA,NA,NA,8,NA
8,"FIB2","FIB1","PGF->FLT1",0.0761867585701548,0,64,0.0334344731148388,NA,NA,NA,8,NA
8,"FIB2","FIB1","TGFB1->TGFBR1",0.0297865058729553,0,64,0.0251181326803842,NA,NA,NA,8,NA
8,"FIB2","FIB1","TGFB1->TGFBR2",0.0147646874779392,0,64,0.0181491482561578,NA,NA,NA,8,NA
8,"FIB2","FIB2","PGF->FLT1",0.038280272587343,0,225,0.0355922340415447,NA,NA,NA,8,NA
8,"FIB2","FIB2","TGFB1->TGFBR1",0.0239463326722598,0,225,0.0238679665494516,NA,NA,NA,8,NA
8,"FIB2","FIB2","TGFB1->TGFBR2",0.0227233235805054,0,225,0.018667052562055,NA,NA,NA,8,NA
8,"FIB2","Hofbauer cells","CSF1->CSF1R",0.0657114466684958,0,158,0.0186582049100543,NA,NA,NA,8,NA
8,"FIB2","Hofbauer cells","TGFB1->TGFBR1",0.0411210603407857,0,158,0.024034830552049,NA,NA,NA,8,NA
8,"FIB2","Hofbauer cells","TGFB1->TGFBR2",0.0186270456160341,0,158,0.0182657426939629,NA,NA,NA,8,NA
8,"FIB2","STB","PGF->FLT1",0.0329089350470737,0,223,0.0330469600069694,NA,NA,NA,8,NA
8,"FIB2","STB","TGFB1->TGFBR1",0.0244233851721132,0,223,0.0238110270805678,NA,NA,NA,8,NA
8,"FIB2","STB","CSF1->CSF1R",0.0230586518223099,0,223,0.0200794674687021,NA,NA,NA,8,NA
8,"FIB2","STB-progenitor","TGFB1->TGFBR1",0.0300267674490095,0,26,0.0244275960664105,NA,NA,NA,8,NA
8,"FIB2","STB-progenitor","PGF->FLT1",0.0256786149120236,0,26,0.0385165123816465,NA,NA,NA,8,NA
8,"FIB2","STB-progenitor","TGFB1->TGFBR2",0.0150133837245047,0,26,0.0211090985274064,NA,NA,NA,8,NA
8,"FIB2","vCTB","PGF->FLT1",0.0329274971701323,0,257,0.0341466235869124,NA,NA,NA,8,NA
8,"FIB2","vCTB","TGFB1->TGFBR1",0.0178219930661282,0,257,0.0244558801416029,NA,NA,NA,8,NA
